BSU	GeneID	Abundance
BSU01140	ybaC	147
BSU01150	rpsJ	5493
BSU01160	rplC	12929
BSU01170	rplD	9257
BSU01180	rplW	5004
BSU01190	rplB	22081
BSU01200	rpsS	5120
BSU01210	rplV	5988
BSU01220	rpsC	10005
BSU01230	rplP	5120
BSU01240	rpmC	1221
BSU01250	rpsQ	3571
BSU01260	rplN	6050
BSU01270	rplX	3648
BSU01280	rplE	5503
BSU01290	rpsN	1157
BSU01300	rpsH	4565
BSU01310	rplF	7297
BSU01320	rplR	3463
BSU01330	rpsE	7159
BSU01340	rpmD	1579
BSU01350	rplO	5525
BSU01360	secY	12419
BSU01370	adk	9057
BSU01380	mapA	91
BSU01389	ybzG	2521
BSU01390	infA	5076
BSU01400	rpmJ	491
BSU01410	rpsM	5281
BSU01420	rpsK	8165
BSU01430	rpoA	156
BSU01440	rplQ	5852
BSU01450	cbiO	889
BSU01460	cbiO	1196
BSU01470	ybaF	750
BSU01480	truA	1113
BSU01490	rplM	5868
BSU01500	rpsI	5580
BSU01510	ybaJ	369
BSU01520	ybaK	4
BSU01530	cwlD	21
BSU01540	salA	15769
BSU01550	gerD	15
BSU01560	kbaA	689
BSU01570	ybaN	6
BSU01580	ybaR	1246
BSU01590	ybaS	1378
BSU01600	ybbA	470
BSU01610	feuC	736
BSU01620	feuB	1484
BSU01630	feuA	4401
BSU01640	ybbB	951
BSU01650	ybbC	14978
BSU01660	ybbD	21830
BSU01670	ybbE	13107
BSU01680	ybbF	10357
BSU01690	ybbH	6084
BSU01700	murQ	9606
BSU01710	ybbJ	165
BSU01720	ybbK	234
BSU01730	sigW	2091
BSU01740	rsiW	3414
BSU01750	ybbP	1681
BSU01760	ybbR	3545
BSU01770	glmM	1484
BSU01780	glmS	84281
BSU01800	alkA	264
BSU01810	adaA	19
BSU01820	adaB	56
BSU01830	ndhF	1980
BSU01845	ybcC	8315
BSU01860	ybcF	716
BSU01870	ybcH	205
BSU01880	ybcI	330
BSU01889	ybzH	521
BSU01890	ybcL	196
BSU01900	ybcM	12
BSU01910	skfA	108
BSU01920	skfB	74
BSU01935	skfC	86
BSU01950	skfE	135
BSU01960	skfF	57
BSU01970	skfG	15
BSU01980	skfH	27
BSU01990	ybdG	28
BSU02000	ybdJ	23
BSU02010	ybdK	42
BSU02019	ybzI	1092
BSU02030	ybdM	210
BSU02040	ybdN	90
BSU02050	ybdO	147
BSU02060	ybxG	1217
BSU02070	csgA	2
BSU02080	ybxH	6
BSU02090	ybxI	126
BSU02100	cypC	8860
BSU02110	ybyB	55787
BSU02120	ybeC	11855
BSU02130	glpQ	201
BSU02140	glpT	150
BSU02150	ybeF	10
BSU02160	ybfA	70
BSU02170	ybfB	3143
BSU02180	ybfE	84
BSU02190	ybfF	242
BSU02200	ybfG	2626
BSU02210	ybfH	206
BSU02220	ybfI	178
BSU02230	purT	266
BSU02240	mpr	11457
BSU02250	ybfJ	6114
BSU02260	ybfK	1118
BSU02270	pssA	1403
BSU02280	ybfM	1239
BSU02290	psd	1534
BSU02300	ybfN	190
BSU02310	ybfO	241
BSU02320	ybfP	13
BSU02330	ybfQ	4129
BSU02340	gltP	916
BSU02350	nagP	666
BSU02360	nagBB	311
BSU02370	ybgA	105
BSU02380	ybgB	2866
BSU02390	ybgE	4027
BSU02400	ybgF	281
BSU02410	mmuM	143
BSU02420	glnT	56
BSU02430	ybgJ	14
BSU02440	glnJ	987
BSU02450	glnL	1204
BSU02460	ycbC	171
BSU02470	ycbD	719
BSU02480	gudP	714
BSU02490	gudD	1055
BSU02500	ycbG	718
BSU02510	garD	1352
BSU02520	ycbJ	2529
BSU02530	rtpA	4
BSU02540	ycbK	18
BSU02550	ycbL	61
BSU02560	ycbM	46
BSU02570	ycbN	85
BSU02580	ycbO	76
BSU02590	ycbP	3690
BSU02600	cwlJ	13
BSU02610	ycbR	86
BSU02619	yczK	0
BSU02620	phoD	57
BSU02630	tatAD	1
BSU02640	tatCD	10
BSU02650	pcp	1084
BSU02660	ycbU	374
BSU02670	lmrB	685
BSU02680	lmrA	571
BSU02690	ansZ	53
BSU02700	estA	7
BSU02710	yczC	14
BSU02720	yccF	378
BSU02730	natK	195
BSU02740	natR	293
BSU02750	natA	82
BSU02760	natB	80
BSU02770	yccK	191
BSU02780	ycdA	121
BSU02790	ycdB	60
BSU02800	ycdC	107
BSU02810	cwlK	126
BSU02820	rapJ	4678
BSU02830	ycdF	2233
BSU02840	ycdG	4966
BSU02850	adcA	1708
BSU02860	adcC	117
BSU02870	adcB	137
BSU02880	yceB	202
BSU02890	yceC	1898
BSU02900	yceD	2541
BSU02910	yceE	2575
BSU02920	yceF	4342
BSU02930	yceG	2191
BSU02940	yceH	2647
BSU02950	yceI	365
BSU02960	yceJ	30
BSU02970	yceK	1916
BSU02980	opuAA	2083
BSU02990	opuAB	1196
BSU03000	opuAC	2176
BSU03010	amhX	23484
BSU03020	ycgA	1142
BSU03030	ycgB	576
BSU03040	amyE	8925
BSU03050	ldh	119
BSU03060	lctP	216
BSU03070	mdr	277
BSU03080	ycgE	204
BSU03090	ycgF	196
BSU03100	ycgG	268
BSU03110	ycgH	16
BSU03120	ycgI	0
BSU03130	nadE	23749
BSU03140	tmrB	164
BSU03150	aroK	681
BSU03160	ycgJ	80
BSU03170	ycgK	232
BSU03180	cah	125
BSU03190	ycgL	60
BSU03200	ycgM	5845
BSU03210	ycgN	21843
BSU03220	ycgO	32100
BSU03230	ycgP	3606
BSU03240	ycgQ	151
BSU03250	ycgR	143
BSU03260	ycgS	50
BSU03270	ycgT	2660
BSU03280	nasF	2446
BSU03290	nasE	903
BSU03300	nasD	149
BSU03310	nasC	94
BSU03320	nasB	78
BSU03330	nasA	73
BSU03340	yciA	25
BSU03350	yciB	11
BSU03359	yczL	5
BSU03360	yciC	622
BSU03370	yckA	71
BSU03380	yckB	125
BSU03390	yckC	525
BSU03400	yckD	3
BSU03410	bglC	310
BSU03420	nin	132
BSU03430	nucA	56
BSU03440	tlpC	249
BSU03450	hxlB	148
BSU03460	hxlA	58
BSU03470	hxlR	277
BSU03480	srfAA	70405
BSU03490	srfAB	88307
BSU03500	comS	0
BSU03510	srfAC	34925
BSU03520	srfAD	4600
BSU03530	ycxA	627
BSU03540	ycxB	84
BSU03550	ycxC	86
BSU03560	ycxD	83
BSU03569	sfp	66
BSU03570	sfp	173
BSU03580	yczE	217
BSU03590	tcyC	816
BSU03600	tcyB	345
BSU03610	tcyA	573
BSU03620	yclA	509
BSU03630	yclB	46
BSU03640	ubiD	155
BSU03651	bsdD	14
BSU03652	yclD	93
BSU03660	yclE	500
BSU03670	dtpT	7472
BSU03680	yclG	323
BSU03690	yczF	5
BSU03700	gerKA	26
BSU03710	gerKC	16
BSU03720	gerKB	61
BSU03730	yclH	28
BSU03740	yclI	37
BSU03750	yclJ	166
BSU03760	yclK	612
BSU03770	rapC	1539
BSU03780	phrC	151
BSU03789	yczN	10
BSU03790	yclM	1121
BSU03800	yclN	2474
BSU03810	yclO	1136
BSU03820	yclP	1210
BSU03830	yclQ	1863
BSU03840	ycnB	697
BSU03850	ycnC	289
BSU03860	ycnD	275
BSU03870	ycnE	94
BSU03880	yczG	3232
BSU03890	gabR	287
BSU03900	gabT	190
BSU03910	gabD	6953
BSU03920	glcU	0
BSU03930	gdh	11
BSU03940	ycnI	1825
BSU03950	ycnJ	3804
BSU03960	ycnK	1420
BSU03970	ycnL	264
BSU03981	mtlA	306
BSU03982	mtlF	88
BSU03990	mtlD	447
BSU04000	ycsA	610
BSU04010	sipU	52
BSU04020	yczH	483
BSU04030	ycsD	528
BSU04039	yczO	9733
BSU04040	ycsE	1297
BSU04050	ycsF	926
BSU04060	ycsG	809
BSU04070	ycsI	845
BSU04080	kipI	641
BSU04090	kipA	1031
BSU04100	kipR	536
BSU04110	lipC	89
BSU04120	yczI	135
BSU04130	yczJ	307
BSU04140	pbpC	5564
BSU04150	ycsN	5465
BSU04160	mtlR	6283
BSU04170	ydaB	281
BSU04180	ydaC	3400
BSU04190	ydaD	12316
BSU04200	ydaE	9738
BSU04210	ydaF	317
BSU04220	ydaG	96740
BSU04230	ydaH	2829
BSU04240	ydzA	197
BSU04250	lrpC	74
BSU04260	topB	4266
BSU04270	ydaJ	270
BSU04280	ydaK	83
BSU04290	ydaL	171
BSU04300	ydaM	172
BSU04310	ydaN	337
BSU04320	ydaO	2730
BSU04330	mutT	77
BSU04340	ydaP	31636
BSU04359	ydzK	1092
BSU04360	mntH	18214
BSU04370	ydaS	20648
BSU04380	ydaT	2013
BSU04390	ydbA	123
BSU04400	gsiB	28357
BSU04410	ydbB	260
BSU04420	ydbC	251
BSU04430	ydbD	46069
BSU04440	dctB	645
BSU04450	dctS	474
BSU04460	dctR	253
BSU04470	dctP	686
BSU04480	ydbI	1989
BSU04490	ydbJ	351
BSU04500	ydbK	301
BSU04510	ydbL	235
BSU04520	ydbM	871
BSU04530	ydbN	330
BSU04540	ydbO	10492
BSU04550	ydbP	133
BSU04560	ddl	9819
BSU04570	murF	2537
BSU04580	cshA	42596
BSU04590	ydbS	531
BSU04600	ydbT	723
BSU04610	ydcA	318
BSU04620	acpS	87
BSU04630	ydcC	147
BSU04640	alrA	914
BSU04650	endB	2276
BSU04660	ndoA	4469
BSU04670	rsbRA	2225
BSU04680	rsbS	848
BSU04690	rsbT	1050
BSU04700	rsbU	1712
BSU04710	rsbV	24051
BSU04720	rsbW	26851
BSU04730	sigB	112143
BSU04740	rsbX	64670
BSU04750	ydcF	140
BSU04760	ydcG	411
BSU04770	ydcH	409
BSU04780	ydcI	1947
BSU04790	ydcK	1384
BSU04800	ydcL	254
BSU04810	immA	108
BSU04820	immR	117
BSU04830	sacV	6
BSU04839	ydzL	16
BSU04840	ydcO	20
BSU04850	ydcP	8
BSU04860	ydcQ	29
BSU04870	ydcR	14
BSU04880	ydcS	1
BSU04890	ydcT	3
BSU04900	yddA	0
BSU04910	yddB	12
BSU04920	yddC	3
BSU04930	yddD	2
BSU04940	yddE	24
BSU04950	yddF	1
BSU04960	yddG	12
BSU04970	yddH	4
BSU04980	yddI	2
BSU04990	yddJ	38
BSU05000	yddK	1181
BSU05010	rapI	152
BSU05020	phrI	9
BSU05030	yddM	154
BSU05040	yddN	97
BSU05050	lrpA	35
BSU05060	lrpB	21
BSU05070	yddQ	40
BSU05080	yddR	31
BSU05090	yddS	42
BSU05099	ydzM	47
BSU05100	yddT	492
BSU05109	ydzN	63
BSU05110	ydeA	32
BSU05120	cspC	15483
BSU05130	ydeB	2686
BSU05140	ydzE	45
BSU05150	ydeC	201
BSU05160	ydeD	52
BSU05170	ydeE	154
BSU05180	ydeF	125
BSU05190	ydeG	23
BSU05200	ydeH	86
BSU05210	ydeI	77
BSU05220	ydeJ	328
BSU05230	ydeK	109
BSU05240	ydeL	108
BSU05250	ydeM	218
BSU05260	ydeN	305
BSU05270	ydzF	160
BSU05280	ydeO	1072
BSU05290	ydeP	295
BSU05300	ydeQ	153
BSU05310	ydeR	103
BSU05320	ydeS	280
BSU05329	ydzO	35
BSU05330	aseR	5
BSU05340	ydfA	94
BSU05343	ydzS	1
BSU05344	ydzS	13
BSU05350	ydfB	23
BSU05360	ydfC	3
BSU05370	ydfD	49
BSU05380	ydfE	38
BSU05390	ydfF	178
BSU05400	ydfG	427
BSU05408	ydzP	2
BSU05409	ydzQ	0
BSU05410	ydfH	100
BSU05420	ydfI	46
BSU05430	ydfJ	37
BSU05440	nap	465
BSU05450	ydfK	183
BSU05460	ydfL	286
BSU05470	ydfM	40
BSU05480	ydfN	92
BSU05490	ydfO	287
BSU05500	ydfP	123
BSU05510	ydfQ	11
BSU05520	ydzH	5
BSU05529	ydzR	12
BSU05530	ydfR	7
BSU05540	ydfS	7
BSU05550	cotP	4
BSU05560	ydgA	1
BSU05570	ydgB	0
BSU05580	ydgC	244
BSU05590	ydgD	179
BSU05600	ydgE	303
BSU05610	vmlR	353
BSU05620	ydgF	3355
BSU05630	dinB	2196
BSU05640	ydgG	27
BSU05650	ydgH	446
BSU05660	ydgI	155
BSU05670	ydgJ	54
BSU05680	ydgK	248
BSU05690	ydhB	527
BSU05700	ydhC	349
BSU05710	ydhD	38
BSU05720	ydhE	380
BSU05730	ydhF	120
BSU05740	phoB	668
BSU05750	ydhG	119
BSU05760	ydhH	738
BSU05770	ydhI	112
BSU05780	ydhJ	422
BSU05790	ydhK	625
BSU05800	pbuE	54
BSU05810	gmuB	51
BSU05820	gmuA	85
BSU05830	gmuC	333
BSU05840	gmuD	564
BSU05850	gmuR	253
BSU05860	gmuE	468
BSU05870	gmuF	289
BSU05880	gmuG	646
BSU05890	ydhU	15
BSU05899	ydhU	1
BSU05900	thiL	315
BSU05910	ydiB	121
BSU05920	ydiC	153
BSU05930	rimI	67
BSU05940	gcp	1
BSU05950	ydiF	1219
BSU05960	moaC	1370
BSU05970	ydiH	1687
BSU05980	tatAY	1093
BSU05990	tatCY	4094
BSU06000	ydiK	101
BSU06010	ydiL	1026
BSU06020	groES	352
BSU06030	groEL	3683
BSU06033	ydzT	12
BSU06034	ydzT	20
BSU06036	ydzT	3
BSU06037	ydzT	2
BSU06038	ydzT	6
BSU06040	ydiM	30
BSU06048	ydzU	14
BSU06049	ydzV	67
BSU06060	ydiO	1179
BSU06070	ydiP	1698
BSU06073	ydzW	136
BSU06074	ydzW	35
BSU06076	ydzW	177
BSU06077	ydzW	87
BSU06078	ydzW	66
BSU06079	ydzW	7
BSU06083	ydzW	36
BSU06090	ydiR	633
BSU06100	ydiS	653
BSU06110	ydjA	754
BSU06120	ydjB	25
BSU06130	ydjC	14
BSU06140	gutR	1295
BSU06150	gutB	91
BSU06160	gutP	67
BSU06170	ydjE	1919
BSU06180	pspA	60
BSU06190	ydjG	88
BSU06200	ydjH	40
BSU06210	ydjI	125
BSU06220	ydjJ	1197
BSU06230	iolT	530
BSU06240	bdhA	10803
BSU06250	ydjM	79
BSU06260	ydjN	51
BSU06269	ydzJ	55
BSU06270	ydjO	4751
BSU06280	ydjP	281
BSU06290	yeaA	213
BSU06300	cotA	173
BSU06310	gabP	2134
BSU06319	ydzX	0
BSU06320	yeaB	296
BSU06330	yeaC	1313
BSU06340	yeaD	1559
BSU06350	yebA	2319
BSU06360	guaA	4945
BSU06370	pbuG	173
BSU06380	yebC	4653
BSU06390	yebD	68
BSU06400	yebE	1111
BSU06410	yebG	257
BSU06420	purE	154
BSU06430	purK	322
BSU06440	purB	579
BSU06450	purC	258
BSU06460	purS	62
BSU06470	purQ	361
BSU06480	purL	1664
BSU06490	purF	1593
BSU06500	purM	668
BSU06510	purN	342
BSU06520	purH	1163
BSU06530	purD	1277
BSU06540	yezC	503
BSU06550	yecA	13
BSU06559	yezF	11
BSU06560	yerA	6558
BSU06570	yerB	18858
BSU06580	yerC	3522
BSU06590	yerD	10971
BSU06600	pcrB	165
BSU06610	pcrA	1172
BSU06620	ligA	3990
BSU06630	yerH	3201
BSU06640	yerI	3490
BSU06650	sapB	344
BSU06660	opuE	12216
BSU06670	gatC	864
BSU06680	gatA	8311
BSU06690	gatB	12636
BSU06700	yerO	1071
BSU06710	swrC	78264
BSU06720	yerQ	4206
BSU06730	yefA	2301
BSU06740	yefB	55
BSU06750	yefC	155
BSU06760	yeeA	621
BSU06770	yeeB	1406
BSU06780	yeeC	1408
BSU06790	yeeD	65
BSU06800	yezA	55
BSU06811	yezG	121
BSU06812	yeeF	567
BSU06820	yeeG	24
BSU06830	rapH	977
BSU06839	phrH	124
BSU06840	yeeI	1791
BSU06850	yeeK	177
BSU06860	yezE	675
BSU06870	yesE	10
BSU06880	yesF	160
BSU06890	cotJA	1
BSU06900	cotJB	1
BSU06910	cotJC	5
BSU06920	yesJ	938
BSU06930	yesK	25
BSU06940	yesL	197
BSU06950	yesM	474
BSU06960	yesN	87
BSU06970	yesO	235
BSU06980	yesP	174
BSU06990	yesQ	183
BSU07000	yesR	176
BSU07010	yesS	687
BSU07020	rhgT	242
BSU07030	yesU	333
BSU07040	yesV	318
BSU07050	yesW	785
BSU07060	yesX	726
BSU07070	yesY	221
BSU07080	yesZ	1061
BSU07090	yetA	202
BSU07100	lplA	126
BSU07110	lplB	64
BSU07120	lplC	71
BSU07130	lplD	84
BSU07140	yetF	44
BSU07150	yetG	7402
BSU07160	yetH	206
BSU07170	yetI	573
BSU07180	yetI	247
BSU07190	yezD	26
BSU07200	yetJ	517
BSU07210	yetK	130
BSU07220	yetL	47
BSU07230	yetM	343
BSU07240	yetN	118
BSU07250	yetO	1342
BSU07260	ltaSA	7874
BSU07270	yfnH	4
BSU07280	yfnG	18
BSU07290	yfnF	19
BSU07300	yfnE	56
BSU07310	yfnD	74
BSU07320	yfnC	596
BSU07330	yfnB	871
BSU07340	yfnA	219
BSU07350	yfmT	228
BSU07360	yfmS	159
BSU07370	yfmR	2540
BSU07380	yfmQ	956
BSU07390	yfmP	329
BSU07400	yfmO	106
BSU07410	yfmN	0
BSU07420	yfmM	1035
BSU07430	yfmL	488
BSU07440	yfmK	134
BSU07450	yfmJ	3089
BSU07460	yfmI	113
BSU07480	yfmG	116
BSU07490	yfmF	6157
BSU07500	yfmE	2634
BSU07510	yfmD	940
BSU07520	yfmC	6581
BSU07530	yfmB	2103
BSU07540	yfmA	0
BSU07550	yflT	42513
BSU07560	pel	675
BSU07570	yflS	2165
BSU07580	citS	1357
BSU07590	citT	732
BSU07600	yflP	1436
BSU07610	citM	230
BSU07620	yflN	479
BSU07630	nosA	371
BSU07640	yflL	404
BSU07650	yflK	677
BSU07660	yflJ	332
BSU07670	yflI	215
BSU07680	yflH	2722
BSU07690	yflG	4645
BSU07700	nagP	4482
BSU07710	yflE	2086
BSU07720	yflD	168
BSU07735	yflB	1025
BSU07750	yflA	11373
BSU07760	yfkT	29
BSU07770	yfkS	1
BSU07780	yfkR	4
BSU07790	yfkQ	7
BSU07800	treP	339
BSU07810	treA	430
BSU07820	treR	1300
BSU07830	yfkO	284
BSU07840	yfkN	2674
BSU07850	yfkM	25807
BSU07860	yfkL	398
BSU07870	yfkK	950
BSU07880	yfkJ	15941
BSU07890	yfkI	6555
BSU07900	yfkH	17135
BSU07910	yfkF	452
BSU07920	yfkE	4559
BSU07930	yfkD	3832
BSU07940	yfkC	662
BSU07955	yfkA	308
BSU07970	yfjT	141
BSU07980	pdaA	77
BSU07990	yfjR	209
BSU08000	yfjQ	1072
BSU08010	yfjP	548
BSU08020	yfjO	2541
BSU08029	yfzA	57
BSU08030	dusC	429
BSU08040	yfjM	83
BSU08050	yfjL	36
BSU08060	acoA	808
BSU08070	acoB	1004
BSU08080	acoC	1319
BSU08090	acoL	2419
BSU08100	acoR	11762
BSU08110	sspH	1940
BSU08120	yfjF	93
BSU08130	yfjE	114
BSU08140	yfjD	106
BSU08150	yfjC	165
BSU08160	yfjB	166
BSU08170	yfjA	28
BSU08180	malA	2804
BSU08190	malR	816
BSU08200	malP	2250
BSU08210	malQ	2558
BSU08220	yfiC	3287
BSU08230	catD	7
BSU08240	catE	28
BSU08250	yfiF	47
BSU08260	yfiG	333
BSU08270	yfiH	253
BSU08280	yfiI	517
BSU08290	yfiJ	261
BSU08300	yfiK	209
BSU08310	yfiL	15
BSU08320	yfiM	8
BSU08330	yfiN	33
BSU08340	padR	996
BSU08350	estB	29
BSU08360	yfiQ	55
BSU08370	yfiR	518
BSU08380	yfiS	58
BSU08390	yfiT	1761
BSU08400	yfiU	113
BSU08410	yfiV	268
BSU08425	mprF	3161
BSU08440	yfiY	2443
BSU08450	yfiZ	596
BSU08460	yfhA	728
BSU08470	yfhB	1815
BSU08480	yfhC	4547
BSU08490	yfhD	803
BSU08500	yfhE	130
BSU08510	yfhF	5454
BSU08520	recX	2143
BSU08530	yfhH	906
BSU08540	yfhI	201
BSU08550	sspK	2
BSU08560	yfhJ	1096
BSU08570	yfhK	17647
BSU08580	yfhL	3702
BSU08590	yfhM	17331
BSU08600	csbB	5573
BSU08610	yfhO	1701
BSU08620	yfhP	1985
BSU08630	yfhQ	672
BSU08640	yfhS	0
BSU08650	fabL	578
BSU08660	sspE	273
BSU08670	ygaB	54
BSU08680	ygaC	3530
BSU08690	ygaD	2938
BSU08700	ygaE	2130
BSU08710	gsaB	2287
BSU08720	ygaF	1598
BSU08730	perR	5825
BSU08740	ygzB	1210
BSU08750	ygxA	2250
BSU08760	spo0M	1162
BSU08770	ygzA	26
BSU08779	ygzC	45
BSU08780	ygaJ	196
BSU08790	thiC	1108
BSU08800	ygaK	20
BSU08810	senS	4
BSU08820	katA	1768
BSU08830	ssuB	4
BSU08840	ssuA	4
BSU08850	ssuC	5
BSU08860	ssuD	21
BSU08870	ygaN	103
BSU08880	rpsN	264
BSU08890	ygaO	587
BSU08899	ygzD	173
BSU08900	yhzB	165
BSU08910	yhbA	302
BSU08920	yhbB	47
BSU08930	cspR	425
BSU08940	yhbD	58
BSU08950	yhbE	148
BSU08960	yhbF	180
BSU08970	prkA	51
BSU08980	yhbH	117
BSU08990	yhbI	12
BSU09000	yhbJ	122
BSU09010	yhcA	311
BSU09020	yhcB	139
BSU09030	yhcC	80
BSU09040	yhcD	0
BSU09050	yhcE	42
BSU09060	yhcF	42
BSU09070	yhcG	89
BSU09080	yhcH	103
BSU09090	yhcI	153
BSU09100	cspB	24648
BSU09110	yhcJ	455
BSU09120	dgcK	261
BSU09130	tcyP	258
BSU09140	yhcM	4617
BSU09150	yhcN	16
BSU09165	yhcO	0
BSU09180	yhcQ	36
BSU09190	yhcR	1241
BSU09200	yhcS	303
BSU09210	yhcT	358
BSU09220	yhcU	106
BSU09230	yhcV	59
BSU09240	yhcW	688
BSU09250	yhcX	4307
BSU09259	yhzG	38
BSU09260	yhxA	2015
BSU09270	glpP	802
BSU09280	glpF	5660
BSU09290	glpK	32325
BSU09300	glpD	2798
BSU09310	pgcA	10497
BSU09320	yhcY	1455
BSU09330	yhcZ	787
BSU09340	yhdA	760
BSU09350	yhdB	2
BSU09360	yhdC	47
BSU09370	lytF	478
BSU09380	nsrR	3258
BSU09390	ygxB	5841
BSU09400	spoVR	26
BSU09410	phoA	831
BSU09420	lytE	9563
BSU09430	citR	150
BSU09440	citA	162
BSU09450	yhdF	11059
BSU09460	ctrA	4801
BSU09470	yhdH	876
BSU09480	yhdI	431
BSU09490	yhdJ	48
BSU09500	yhdK	1158
BSU09510	yhdL	7227
BSU09520	sigM	1174
BSU09530	yhdN	30381
BSU09540	plsC	1440
BSU09550	yhdP	14566
BSU09560	cueR	8156
BSU09570	yhdR	348
BSU09590	yhdT	17638
BSU09600	crcBA	351
BSU09610	yhdV	815
BSU09620	yhdW	1147
BSU09630	yhdX	650
BSU09640	yhdY	3606
BSU09650	yhdZ	2644
BSU09660	yheN	1071
BSU09670	dat	17086
BSU09680	nhaC	136
BSU09690	nhaX	32168
BSU09700	yheJ	50
BSU09710	yheI	191
BSU09720	yheH	567
BSU09730	yheG	157
BSU09740	yheF	0
BSU09750	sspB	3
BSU09760	yheE	489
BSU09770	yheD	212
BSU09780	yheC	69
BSU09790	yheB	347
BSU09800	yheA	942
BSU09810	yhaZ	471
BSU09830	yhaX	1530
BSU09840	hemZ	246
BSU09850	yhaU	1413
BSU09860	khtT	674
BSU09870	khtS	1404
BSU09880	yhaR	669
BSU09889	yhzD	35
BSU09890	natA	85
BSU09900	natB	241
BSU09910	yhaO	369
BSU09920	yhaN	1723
BSU09930	yhaM	3159
BSU09940	yhaL	141
BSU09950	prsA	3536
BSU09958	yhzE	5
BSU09965	yhaJ	168
BSU09980	yhaI	1386
BSU09990	hpr	5335
BSU10000	yhaH	1208
BSU10009	yhzF	57
BSU10010	trpP	4229
BSU10020	serC	1414
BSU10030	hinT	1199
BSU10040	ecsA	271
BSU10050	ecsB	557
BSU10060	ecsC	440
BSU10070	yhaA	10147
BSU10080	yhfA	129
BSU10090	yhgB	67
BSU10100	yhgC	2167
BSU10110	pbpF	563
BSU10120	hemE	857
BSU10130	hemH	1044
BSU10140	hemY	1820
BSU10150	yhgD	2462
BSU10160	yhgE	5240
BSU10170	fabHB	19
BSU10180	yhfC	84
BSU10200	yhfE	501
BSU10210	yhfF	141
BSU10220	gltT	18691
BSU10230	yhfH	33
BSU10240	yhfI	275
BSU10250	yhfJ	493
BSU10260	yhfK	1865
BSU10270	yhfL	9156
BSU10280	yhfM	124
BSU10290	yhfN	717
BSU10300	aprE	3675
BSU10310	yhfO	221
BSU10320	yhfP	3145
BSU10330	yhfQ	9533
BSU10340	phoE	518
BSU10350	yhfS	115
BSU10360	yhfT	296
BSU10370	bioY	40
BSU10380	hemAT	150
BSU10390	yhfW	19
BSU10400	yhxC	35
BSU10410	yhzC	5110
BSU10420	comK	116
BSU10430	yhxD	11045
BSU10440	yhjA	248
BSU10450	yhjB	1743
BSU10460	yhjC	231
BSU10470	yhjD	20
