BSU	GeneID	Abundance
BSU02670	lmrB	308
BSU02680	lmrA	138
BSU02690	ansZ	158
BSU02700	estA	12
BSU02710	yczC	70
BSU02720	yccF	253
BSU02730	natK	50
BSU02740	natR	31
BSU02750	natA	36
BSU02760	natB	58
BSU02770	yccK	94
BSU02780	ycdA	221
BSU02790	ycdB	65
BSU02800	ycdC	43
BSU02810	cwlK	13
BSU02820	rapJ	417
BSU02830	ycdF	345
BSU02840	ycdG	660
BSU02850	adcA	799
BSU02860	adcC	30
BSU02870	adcB	97
BSU02880	yceB	30
BSU02890	yceC	252
BSU02900	yceD	1325
BSU02910	yceE	2418
BSU02920	yceF	3722
BSU02930	yceG	538
BSU02940	yceH	994
BSU02950	yceI	574
BSU02960	yceJ	2
BSU02970	yceK	29
BSU02980	opuAA	993
BSU02990	opuAB	1730
BSU03000	opuAC	2607
BSU03010	amhX	5137
BSU03020	ycgA	460
BSU03030	ycgB	24
BSU03040	amyE	311
BSU03050	ldh	44178
BSU03060	lctP	32322
BSU03070	mdr	113
BSU03080	ycgE	26
BSU03090	ycgF	12
BSU03100	ycgG	37
BSU03110	ycgH	9
BSU03120	ycgI	1
BSU03130	nadE	2557
BSU03140	tmrB	11
BSU03150	aroK	48
BSU03160	ycgJ	28
BSU03170	ycgK	14
BSU03180	cah	22
BSU03190	ycgL	18
BSU03200	ycgM	20
BSU03210	ycgN	160
BSU03220	ycgO	325
BSU03230	ycgP	62
BSU03240	ycgQ	32
BSU03250	ycgR	44
BSU03260	ycgS	33
BSU03270	ycgT	147
BSU03280	nasF	606
BSU03290	nasE	93
BSU03300	nasD	278
BSU03310	nasC	123
BSU03320	nasB	125
BSU03330	nasA	134
BSU03340	yciA	3
BSU03350	yciB	6
BSU03359	yczL	17
BSU03360	yciC	1042
BSU03370	yckA	204
BSU03380	yckB	265
BSU03390	yckC	58
BSU03400	yckD	5
BSU03410	bglC	21
BSU03420	nin	1331
BSU03430	nucA	803
BSU03440	tlpC	25
BSU03450	hxlB	138
BSU03460	hxlA	81
BSU03470	hxlR	211
BSU03480	srfAA	282491
BSU03490	srfAB	409636
BSU03500	comS	0
BSU03510	srfAC	205133
BSU03520	srfAD	45653
BSU03530	ycxA	902
BSU03540	ycxB	14
BSU03550	ycxC	29
BSU03560	ycxD	15
BSU03569	sfp	16
BSU03570	sfp	29
BSU03580	yczE	139
BSU03590	tcyC	248
BSU03600	tcyB	73
BSU03610	tcyA	97
BSU03620	yclA	62
BSU03630	yclB	4
BSU03640	ubiD	27
BSU03651	bsdD	1
BSU03652	yclD	15
BSU03660	yclE	206
BSU03670	dtpT	29
BSU03680	yclG	21
BSU03690	yczF	1
BSU03700	gerKA	5
BSU03710	gerKC	7
BSU03720	gerKB	21
BSU03730	yclH	6
BSU03740	yclI	2
BSU03750	yclJ	100
BSU03760	yclK	384
BSU03770	rapC	1189
BSU03780	phrC	222
BSU03789	yczN	57
BSU03790	yclM	890
BSU03800	yclN	236
BSU03810	yclO	132
BSU03820	yclP	123
BSU03830	yclQ	472
BSU03840	ycnB	389
BSU03850	ycnC	27
BSU03860	ycnD	104
BSU03870	ycnE	15
BSU03880	yczG	212
BSU03890	gabR	52
BSU03900	gabT	29
BSU03910	gabD	1282
BSU03920	glcU	0
BSU03930	gdh	5
BSU03940	ycnI	467
BSU03950	ycnJ	706
BSU03960	ycnK	276
BSU03970	ycnL	67
BSU03981	mtlA	8
BSU03982	mtlF	1
BSU03990	mtlD	43
BSU04000	ycsA	21
BSU04010	sipU	6
BSU04020	yczH	76
BSU04030	ycsD	107
BSU04039	yczO	314
BSU04040	ycsE	164
BSU04050	ycsF	632
BSU04060	ycsG	348
BSU04070	ycsI	533
BSU04080	kipI	146
BSU04090	kipA	173
BSU04100	kipR	65
BSU04110	lipC	15
BSU04120	yczI	20
BSU04130	yczJ	157
BSU04140	pbpC	942
BSU04150	ycsN	1356
BSU04160	mtlR	107
BSU04170	ydaB	122
BSU04180	ydaC	97
BSU04190	ydaD	390
BSU04200	ydaE	224
BSU04210	ydaF	159
BSU04220	ydaG	2368
BSU04230	ydaH	56
BSU04240	ydzA	42
BSU04250	lrpC	36
BSU04260	topB	1636
BSU04270	ydaJ	30
BSU04280	ydaK	4
BSU04290	ydaL	21
BSU04300	ydaM	21
BSU04310	ydaN	32
BSU04320	ydaO	126
BSU04330	mutT	5
BSU04340	ydaP	2198
BSU04359	ydzK	322
BSU04360	mntH	44498
BSU04370	ydaS	903
BSU04380	ydaT	207
BSU04390	ydbA	28
BSU04400	gsiB	2289
BSU04410	ydbB	35
BSU04420	ydbC	18
BSU04430	ydbD	454
BSU04440	dctB	27
BSU04450	dctS	114
BSU04460	dctR	53
BSU04470	dctP	449
BSU04480	ydbI	899
BSU04490	ydbJ	68
BSU04500	ydbK	80
BSU04510	ydbL	542
BSU04520	ydbM	468
BSU04530	ydbN	6
BSU04540	ydbO	75
BSU04550	ydbP	135
BSU04560	ddl	394
BSU04570	murF	154
BSU04580	cshA	4455
BSU04590	ydbS	33
BSU04600	ydbT	176
BSU04610	ydcA	103
BSU04620	acpS	59
BSU04630	ydcC	121
BSU04640	alrA	291
BSU04650	endB	779
BSU04660	ndoA	619
BSU04670	rsbRA	163
BSU04680	rsbS	99
BSU04690	rsbT	164
BSU04700	rsbU	230
BSU04710	rsbV	3287
BSU04720	rsbW	5401
BSU04730	sigB	11503
BSU04740	rsbX	3130
BSU04750	ydcF	2
BSU04760	ydcG	44
BSU04770	ydcH	41
BSU04780	ydcI	456
BSU04790	ydcK	15
BSU04800	ydcL	23
BSU04810	immA	7
BSU04820	immR	2
BSU04830	sacV	0
BSU04839	ydzL	0
BSU04840	ydcO	0
BSU04850	ydcP	2
BSU04860	ydcQ	1
BSU04870	ydcR	0
BSU04880	ydcS	0
BSU04890	ydcT	0
BSU04900	yddA	0
BSU04910	yddB	0
BSU04920	yddC	1
BSU04930	yddD	3
BSU04940	yddE	1
BSU04950	yddF	0
BSU04960	yddG	0
BSU04970	yddH	0
BSU04980	yddI	0
BSU04990	yddJ	13
BSU05000	yddK	35
BSU05010	rapI	13
BSU05020	phrI	2
BSU05030	yddM	17
BSU05040	yddN	11
BSU05050	lrpA	1
BSU05060	lrpB	0
BSU05070	yddQ	6
BSU05080	yddR	2
BSU05090	yddS	20
BSU05099	ydzM	0
BSU05100	yddT	10
BSU05109	ydzN	1
BSU05110	ydeA	0
BSU05120	cspC	701
BSU05130	ydeB	258
BSU05140	ydzE	10
BSU05150	ydeC	19
BSU05160	ydeD	9
BSU05170	ydeE	44
BSU05180	ydeF	80
BSU05190	ydeG	10
BSU05200	ydeH	19
BSU05210	ydeI	5
BSU05220	ydeJ	64
BSU05230	ydeK	134
BSU05240	ydeL	17
BSU05250	ydeM	23
BSU05260	ydeN	81
BSU05270	ydzF	51
BSU05280	ydeO	240
BSU05290	ydeP	6
BSU05300	ydeQ	32
BSU05310	ydeR	6
BSU05320	ydeS	22
BSU05329	ydzO	0
BSU05330	aseR	1
BSU05340	ydfA	48
BSU05343	ydzS	6
BSU05344	ydzS	6
BSU05350	ydfB	1
BSU05360	ydfC	6
BSU05370	ydfD	7
BSU05380	ydfE	3
BSU05390	ydfF	30
BSU05400	ydfG	161
BSU05408	ydzP	0
BSU05409	ydzQ	0
BSU05410	ydfH	22
BSU05420	ydfI	13
BSU05430	ydfJ	4
BSU05440	nap	121
BSU05450	ydfK	1
BSU05460	ydfL	13
BSU05470	ydfM	5
BSU05480	ydfN	2
BSU05490	ydfO	29
BSU05500	ydfP	20
BSU05510	ydfQ	0
BSU05520	ydzH	2
BSU05529	ydzR	0
BSU05530	ydfR	0
BSU05540	ydfS	3
BSU05550	cotP	0
BSU05560	ydgA	0
BSU05570	ydgB	0
BSU05580	ydgC	132
BSU05590	ydgD	122
BSU05600	ydgE	109
BSU05610	vmlR	140
BSU05620	ydgF	695
BSU05630	dinB	121
BSU05640	ydgG	0
BSU05650	ydgH	91
BSU05660	ydgI	30
BSU05670	ydgJ	6
BSU05680	ydgK	169
BSU05690	ydhB	9
BSU05700	ydhC	128
BSU05710	ydhD	19
BSU05720	ydhE	70
BSU05730	ydhF	5
BSU05740	phoB	38
BSU05750	ydhG	9
BSU05760	ydhH	30
BSU05770	ydhI	7
BSU05780	ydhJ	68
BSU05790	ydhK	173
BSU05800	pbuE	23
BSU05810	gmuB	0
BSU05820	gmuA	4
BSU05830	gmuC	15
BSU05840	gmuD	14
BSU05850	gmuR	29
BSU05860	gmuE	118
BSU05870	gmuF	66
BSU05880	gmuG	172
BSU05890	ydhU	5
BSU05899	ydhU	0
BSU05900	thiL	38
BSU05910	ydiB	6
BSU05920	ydiC	23
BSU05930	rimI	14
BSU05940	gcp	0
BSU05950	ydiF	363
BSU05960	moaC	70
BSU05970	ydiH	129
BSU05980	tatAY	409
BSU05990	tatCY	2579
BSU06000	ydiK	29
BSU06010	ydiL	61
BSU06020	groES	47
BSU06030	groEL	2267
BSU06033	ydzT	2
BSU06034	ydzT	2
BSU06036	ydzT	0
BSU06037	ydzT	0
BSU06038	ydzT	0
BSU06040	ydiM	5
BSU06048	ydzU	5
BSU06049	ydzV	6
BSU06060	ydiO	92
BSU06070	ydiP	297
BSU06073	ydzW	77
BSU06074	ydzW	53
BSU06076	ydzW	127
BSU06077	ydzW	63
BSU06078	ydzW	55
BSU06079	ydzW	2
BSU06083	ydzW	4
BSU06090	ydiR	29
BSU06100	ydiS	54
BSU06110	ydjA	79
BSU06120	ydjB	1
BSU06130	ydjC	3
BSU06140	gutR	136
BSU06150	gutB	26
BSU06160	gutP	7
BSU06170	ydjE	667
BSU06180	pspA	16
BSU06190	ydjG	7
BSU06200	ydjH	2
BSU06210	ydjI	49
BSU06220	ydjJ	198
BSU06230	iolT	35
BSU06240	bdhA	7033
BSU06250	ydjM	4
BSU06260	ydjN	18
BSU06269	ydzJ	8
BSU06270	ydjO	301
BSU06280	ydjP	37
BSU06290	yeaA	21
BSU06300	cotA	85
BSU06310	gabP	788
BSU06319	ydzX	0
BSU06320	yeaB	51
BSU06330	yeaC	349
BSU06340	yeaD	365
BSU06350	yebA	777
BSU06360	guaA	2308
BSU06370	pbuG	238
BSU06380	yebC	104
BSU06390	yebD	8
BSU06400	yebE	171
BSU06410	yebG	48
BSU06420	purE	167
BSU06430	purK	433
BSU06440	purB	818
BSU06450	purC	316
BSU06460	purS	98
BSU06470	purQ	423
BSU06480	purL	3334
BSU06490	purF	4838
BSU06500	purM	1071
BSU06510	purN	1079
BSU06520	purH	3157
BSU06530	purD	3807
BSU06540	yezC	20
BSU06550	yecA	14
BSU06559	yezF	0
BSU06560	yerA	460
BSU06570	yerB	1387
BSU06580	yerC	736
BSU06590	yerD	714
BSU06600	pcrB	105
BSU06610	pcrA	792
BSU06620	ligA	1374
BSU06630	yerH	1302
BSU06640	yerI	1357
BSU06650	sapB	67
BSU06660	opuE	3394
BSU06670	gatC	17
BSU06680	gatA	582
BSU06690	gatB	2532
BSU06700	yerO	117
BSU06710	swrC	2688
BSU06720	yerQ	3216
BSU06730	yefA	537
BSU06740	yefB	11
BSU06750	yefC	11
BSU06760	yeeA	62
BSU06770	yeeB	102
BSU06780	yeeC	59
BSU06790	yeeD	7
BSU06800	yezA	1
BSU06811	yezG	52
BSU06812	yeeF	243
BSU06820	yeeG	4
BSU06830	rapH	1369
BSU06839	phrH	108
BSU06840	yeeI	1215
BSU06850	yeeK	64
BSU06860	yezE	136
BSU06870	yesE	1
BSU06880	yesF	42
BSU06890	cotJA	0
BSU06900	cotJB	0
BSU06910	cotJC	1
BSU06920	yesJ	379
BSU06930	yesK	0
BSU06940	yesL	3
BSU06950	yesM	3
BSU06960	yesN	7
BSU06970	yesO	1
BSU06980	yesP	0
BSU06990	yesQ	0
BSU07000	yesR	3
BSU07010	yesS	6
BSU07020	rhgT	6
BSU07030	yesU	5
BSU07040	yesV	7
BSU07050	yesW	13
BSU07060	yesX	12
BSU07070	yesY	4
BSU07080	yesZ	27
BSU07090	yetA	11
BSU07100	lplA	0
BSU07110	lplB	1
BSU07120	lplC	6
BSU07130	lplD	16
BSU07140	yetF	7
BSU07150	yetG	153
BSU07160	yetH	12
BSU07170	yetI	27
BSU07180	yetI	23
BSU07190	yezD	0
BSU07200	yetJ	123
BSU07210	yetK	197
BSU07220	yetL	56
BSU07230	yetM	9
BSU07240	yetN	37
BSU07250	yetO	140
BSU07260	ltaSA	1192
BSU07270	yfnH	0
BSU07280	yfnG	1
BSU07290	yfnF	3
BSU07300	yfnE	17
BSU07310	yfnD	25
BSU07320	yfnC	1018
BSU07330	yfnB	82
BSU07340	yfnA	402
BSU07350	yfmT	338
BSU07360	yfmS	330
BSU07370	yfmR	2363
BSU07380	yfmQ	201
BSU07390	yfmP	35
BSU07400	yfmO	64
BSU07410	yfmN	0
BSU07420	yfmM	422
BSU07430	yfmL	143
BSU07440	yfmK	148
BSU07450	yfmJ	377
BSU07460	yfmI	8
BSU07480	yfmG	7
BSU07490	yfmF	696
BSU07500	yfmE	201
BSU07510	yfmD	97
BSU07520	yfmC	743
BSU07530	yfmB	84
BSU07540	yfmA	5
BSU07550	yflT	2248
BSU07560	pel	2396
BSU07570	yflS	285
BSU07580	citS	426
BSU07590	citT	227
BSU07600	yflP	241
BSU07610	citM	251
BSU07620	yflN	256
BSU07630	nosA	99
BSU07640	yflL	39
BSU07650	yflK	394
BSU07660	yflJ	26
BSU07670	yflI	12
BSU07680	yflH	229
BSU07690	yflG	718
BSU07700	nagP	1162
BSU07710	yflE	347
BSU07720	yflD	4
BSU07735	yflB	103
BSU07750	yflA	1506
BSU07760	yfkT	3
BSU07770	yfkS	0
BSU07780	yfkR	0
BSU07790	yfkQ	2
BSU07800	treP	36
BSU07810	treA	19
BSU07820	treR	137
BSU07830	yfkO	104
BSU07840	yfkN	4262
BSU07850	yfkM	2641
BSU07860	yfkL	111
BSU07870	yfkK	59
BSU07880	yfkJ	955
BSU07890	yfkI	363
BSU07900	yfkH	1319
BSU07910	yfkF	195
BSU07920	yfkE	373
BSU07930	yfkD	394
BSU07940	yfkC	1155
BSU07955	yfkA	338
BSU07970	yfjT	51
BSU07980	pdaA	18
BSU07990	yfjR	134
BSU08000	yfjQ	85
BSU08010	yfjP	100
BSU08020	yfjO	658
BSU08029	yfzA	5
BSU08030	dusC	45
BSU08040	yfjM	21
BSU08050	yfjL	5
BSU08060	acoA	0
BSU08070	acoB	2
BSU08080	acoC	5
BSU08090	acoL	36
BSU08100	acoR	93
BSU08110	sspH	10
BSU08120	yfjF	650
BSU08130	yfjE	353
BSU08140	yfjD	99
BSU08150	yfjC	86
BSU08160	yfjB	56
BSU08170	yfjA	11
BSU08180	malA	157
BSU08190	malR	17
BSU08200	malP	44
BSU08210	malQ	73
BSU08220	yfiC	233
BSU08230	catD	1
BSU08240	catE	30
BSU08250	yfiF	4
BSU08260	yfiG	16
BSU08270	yfiH	8
BSU08280	yfiI	25
BSU08290	yfiJ	123
BSU08300	yfiK	159
BSU08310	yfiL	2
BSU08320	yfiM	2
BSU08330	yfiN	7
BSU08340	padR	159
BSU08350	estB	3
BSU08360	yfiQ	73
BSU08370	yfiR	77
BSU08380	yfiS	13
BSU08390	yfiT	255
BSU08400	yfiU	7
BSU08410	yfiV	44
BSU08425	mprF	1484
BSU08440	yfiY	281
BSU08450	yfiZ	177
BSU08460	yfhA	383
BSU08470	yfhB	1011
BSU08480	yfhC	1129
BSU08490	yfhD	44
BSU08500	yfhE	3
BSU08510	yfhF	276
BSU08520	recX	173
BSU08530	yfhH	143
BSU08540	yfhI	153
BSU08550	sspK	0
BSU08560	yfhJ	104
BSU08570	yfhK	2005
BSU08580	yfhL	412
BSU08590	yfhM	769
BSU08600	csbB	811
BSU08610	yfhO	158
BSU08620	yfhP	262
BSU08630	yfhQ	102
BSU08640	yfhS	0
BSU08650	fabL	268
BSU08660	sspE	117
BSU08670	ygaB	5
BSU08680	ygaC	376
BSU08690	ygaD	329
BSU08700	ygaE	189
BSU08710	gsaB	409
BSU08720	ygaF	106
BSU08730	perR	4706
BSU08740	ygzB	144
BSU08750	ygxA	106
BSU08760	spo0M	186
BSU08770	ygzA	1
BSU08779	ygzC	3
BSU08780	ygaJ	279
BSU08790	thiC	3713
BSU08800	ygaK	167
BSU08810	senS	0
BSU08820	katA	76901
BSU08830	ssuB	0
BSU08840	ssuA	0
BSU08850	ssuC	3
BSU08860	ssuD	28
BSU08870	ygaN	26
BSU08880	rpsN	250
BSU08890	ygaO	59
BSU08899	ygzD	13
BSU08900	yhzB	47
BSU08910	yhbA	78
BSU08920	yhbB	13
BSU08930	cspR	78
BSU08940	yhbD	8
BSU08950	yhbE	43
BSU08960	yhbF	83
BSU08970	prkA	12
BSU08980	yhbH	39
BSU08990	yhbI	13
BSU09000	yhbJ	32
BSU09010	yhcA	151
BSU09020	yhcB	147
BSU09030	yhcC	53
BSU09040	yhcD	0
BSU09050	yhcE	10
BSU09060	yhcF	12
BSU09070	yhcG	11
BSU09080	yhcH	23
BSU09090	yhcI	71
BSU09100	cspB	801
BSU09110	yhcJ	67
BSU09120	dgcK	40
BSU09130	tcyP	129
BSU09140	yhcM	135
BSU09150	yhcN	3
BSU09165	yhcO	0
BSU09180	yhcQ	9
BSU09190	yhcR	634
BSU09200	yhcS	208
BSU09210	yhcT	248
BSU09220	yhcU	1
BSU09230	yhcV	11
BSU09240	yhcW	30
BSU09250	yhcX	264
BSU09259	yhzG	3
BSU09260	yhxA	825
BSU09270	glpP	334
BSU09280	glpF	27
BSU09290	glpK	829
BSU09300	glpD	605
BSU09310	pgcA	2018
BSU09320	yhcY	644
BSU09330	yhcZ	546
BSU09340	yhdA	514
BSU09350	yhdB	0
BSU09360	yhdC	6
BSU09370	lytF	169
BSU09380	nsrR	246
BSU09390	ygxB	223
BSU09400	spoVR	18
BSU09410	phoA	29
BSU09420	lytE	585
BSU09430	citR	26
BSU09440	citA	151
BSU09450	yhdF	622
BSU09460	ctrA	5619
BSU09470	yhdH	175
BSU09480	yhdI	108
BSU09490	yhdJ	40
BSU09500	yhdK	163
BSU09510	yhdL	735
BSU09520	sigM	34
BSU09530	yhdN	2604
BSU09540	plsC	685
BSU09550	yhdP	2142
BSU09560	cueR	1596
BSU09570	yhdR	124
BSU09590	yhdT	4443
BSU09600	crcBA	41
BSU09610	yhdV	89
BSU09620	yhdW	113
BSU09630	yhdX	979
BSU09640	yhdY	50
BSU09650	yhdZ	486
BSU09660	yheN	733
BSU09670	dat	4186
BSU09680	nhaC	133
BSU09690	nhaX	4457
BSU09700	yheJ	315
BSU09710	yheI	1041
BSU09720	yheH	2331
BSU09730	yheG	25
BSU09740	yheF	0
BSU09750	sspB	1
BSU09760	yheE	32
BSU09770	yheD	18
BSU09780	yheC	4
BSU09790	yheB	82
BSU09800	yheA	76
BSU09810	yhaZ	49
BSU09830	yhaX	27
BSU09840	hemZ	171
BSU09850	yhaU	403
BSU09860	khtT	121
BSU09870	khtS	149
BSU09880	yhaR	12
BSU09889	yhzD	8
BSU09890	natA	8
BSU09900	natB	152
BSU09910	yhaO	47
BSU09920	yhaN	241
BSU09930	yhaM	320
BSU09940	yhaL	8
BSU09950	prsA	493
BSU09958	yhzE	1
BSU09965	yhaJ	6
BSU09980	yhaI	31
BSU09990	hpr	1262
BSU10000	yhaH	210
BSU10009	yhzF	0
BSU10010	trpP	1191
BSU10020	serC	967
BSU10030	hinT	159
BSU10040	ecsA	44
BSU10050	ecsB	356
BSU10060	ecsC	510
BSU10070	yhaA	3767
BSU10080	yhfA	5
BSU10090	yhgB	2
BSU10100	yhgC	90
BSU10110	pbpF	244
BSU10120	hemE	477
BSU10130	hemH	568
BSU10140	hemY	1076
BSU10150	yhgD	37
BSU10160	yhgE	274
BSU10170	fabHB	220
BSU10180	yhfC	33
BSU10200	yhfE	147
BSU10210	yhfF	101
BSU10220	gltT	1540
BSU10230	yhfH	13
BSU10240	yhfI	18
BSU10250	yhfJ	66
BSU10260	yhfK	503
BSU10270	yhfL	202
BSU10280	yhfM	2
BSU10290	yhfN	101
BSU10300	aprE	150
BSU10310	yhfO	1
BSU10320	yhfP	507
BSU10330	yhfQ	518
BSU10340	phoE	899
BSU10350	yhfS	899
BSU10360	yhfT	666
BSU10370	bioY	100
BSU10380	hemAT	119
BSU10390	yhfW	9
BSU10400	yhxC	6
BSU10410	yhzC	1234
BSU10420	comK	292
BSU10430	yhxD	213
BSU10440	yhjA	552
BSU10450	yhjB	1427
BSU10460	yhjC	122
BSU10470	yhjD	0
BSU10480	yhjE	234
BSU10490	sipV	138
BSU10500	yhjG	17
BSU10510	yhjH	19
BSU10520	glcP	8
BSU10530	ntdC	29
BSU10540	ntdB	1
BSU10550	ntdA	3
BSU10560	yhjM	99
BSU10570	yhjN	848
BSU10580	yhjO	2
BSU10590	yhjP	140
BSU10600	yhjQ	2
BSU10610	yhjR	1
BSU10620	addB	2014
BSU10630	addA	3319
BSU10640	sbcD	263
BSU10650	sbcC	1696
BSU10660	yisB	139
BSU10670	gerPF	4
