BSU	GeneID	Abundance
BSU02010	ybdK	646
BSU02019	ybzI	1732
BSU02030	ybdM	25
BSU02040	ybdN	105
BSU02050	ybdO	862
BSU02060	ybxG	465
BSU02070	csgA	2
BSU02080	ybxH	0
BSU02090	ybxI	84
BSU02100	cypC	316
BSU02110	ybyB	2373
BSU02120	ybeC	4827
BSU02130	glpQ	66
BSU02140	glpT	51
BSU02150	ybeF	7
BSU02160	ybfA	346
BSU02170	ybfB	1486
BSU02180	ybfE	7
BSU02190	ybfF	57
BSU02200	ybfG	229
BSU02210	ybfH	147
BSU02220	ybfI	115
BSU02230	purT	3625
BSU02240	mpr	518
BSU02250	ybfJ	318
BSU02260	ybfK	503
BSU02270	pssA	387
BSU02280	ybfM	510
BSU02290	psd	880
BSU02300	ybfN	55
BSU02310	ybfO	745
BSU02320	ybfP	159
BSU02330	ybfQ	2077
BSU02340	gltP	99
BSU02350	nagP	1902
BSU02360	nagBB	1135
BSU02370	ybgA	154
BSU02380	ybgB	82
BSU02390	ybgE	584
BSU02400	ybgF	830
BSU02410	mmuM	570
BSU02420	glnT	17
BSU02430	ybgJ	6
BSU02440	glnJ	161
BSU02450	glnL	202
BSU02460	ycbC	35
BSU02470	ycbD	146
BSU02480	gudP	43
BSU02490	gudD	29
BSU02500	ycbG	432
BSU02510	garD	124
BSU02520	ycbJ	1263
BSU02530	rtpA	57
BSU02540	ycbK	353
BSU02550	ycbL	20
BSU02560	ycbM	54
BSU02570	ycbN	219
BSU02580	ycbO	257
BSU02590	ycbP	730
BSU02600	cwlJ	29
BSU02610	ycbR	91
BSU02619	yczK	0
BSU02620	phoD	39
BSU02630	tatAD	6
BSU02640	tatCD	8
BSU02650	pcp	180
BSU02660	ycbU	336
BSU02670	lmrB	841
BSU02680	lmrA	274
BSU02690	ansZ	320
BSU02700	estA	587
BSU02710	yczC	56
BSU02720	yccF	972
BSU02730	natK	206
BSU02740	natR	72
BSU02750	natA	151
BSU02760	natB	265
BSU02770	yccK	400
BSU02780	ycdA	2186
BSU02790	ycdB	188
BSU02800	ycdC	170
BSU02810	cwlK	30
BSU02820	rapJ	1189
BSU02830	ycdF	325
BSU02840	ycdG	527
BSU02850	adcA	695
BSU02860	adcC	57
BSU02870	adcB	96
BSU02880	yceB	171
BSU02890	yceC	5870
BSU02900	yceD	9475
BSU02910	yceE	9358
BSU02920	yceF	15364
BSU02930	yceG	6965
BSU02940	yceH	7281
BSU02950	yceI	3012
BSU02960	yceJ	12
BSU02970	yceK	47
BSU02980	opuAA	1509
BSU02990	opuAB	1803
BSU03000	opuAC	4959
BSU03010	amhX	1376
BSU03020	ycgA	332
BSU03030	ycgB	52
BSU03040	amyE	652
BSU03050	ldh	28814
BSU03060	lctP	12091
BSU03070	mdr	1771
BSU03080	ycgE	131
BSU03090	ycgF	101
BSU03100	ycgG	217
BSU03110	ycgH	5
BSU03120	ycgI	5
BSU03130	nadE	4640
BSU03140	tmrB	164
BSU03150	aroK	195
BSU03160	ycgJ	59
BSU03170	ycgK	109
BSU03180	cah	569
BSU03190	ycgL	427
BSU03200	ycgM	5456
BSU03210	ycgN	35093
BSU03220	ycgO	14120
BSU03230	ycgP	789
BSU03240	ycgQ	227
BSU03250	ycgR	166
BSU03260	ycgS	57
BSU03270	ycgT	996
BSU03280	nasF	1669
BSU03290	nasE	261
BSU03300	nasD	314
BSU03310	nasC	106
BSU03320	nasB	204
BSU03330	nasA	200
BSU03340	yciA	46
BSU03350	yciB	9
BSU03359	yczL	6
BSU03360	yciC	71
BSU03370	yckA	810
BSU03380	yckB	1249
BSU03390	yckC	38
BSU03400	yckD	0
BSU03410	bglC	97
BSU03420	nin	4688
BSU03430	nucA	3148
BSU03440	tlpC	550
BSU03450	hxlB	751
BSU03460	hxlA	541
BSU03470	hxlR	824
BSU03480	srfAA	1011269
BSU03490	srfAB	1296267
BSU03500	comS	0
BSU03510	srfAC	525513
BSU03520	srfAD	94630
BSU03530	ycxA	2199
BSU03540	ycxB	50
BSU03550	ycxC	39
BSU03560	ycxD	123
BSU03569	sfp	37
BSU03570	sfp	86
BSU03580	yczE	164
BSU03590	tcyC	826
BSU03600	tcyB	335
BSU03610	tcyA	894
BSU03620	yclA	52
BSU03630	yclB	10
BSU03640	ubiD	94
BSU03651	bsdD	6
BSU03652	yclD	38
BSU03660	yclE	311
BSU03670	dtpT	202
BSU03680	yclG	17
BSU03690	yczF	0
BSU03700	gerKA	27
BSU03710	gerKC	34
BSU03720	gerKB	51
BSU03730	yclH	9
BSU03740	yclI	16
BSU03750	yclJ	306
BSU03760	yclK	1164
BSU03770	rapC	5555
BSU03780	phrC	242
BSU03789	yczN	20
BSU03790	yclM	1286
BSU03800	yclN	1263
BSU03810	yclO	1031
BSU03820	yclP	1532
BSU03830	yclQ	3024
BSU03840	ycnB	1939
BSU03850	ycnC	180
BSU03860	ycnD	780
BSU03870	ycnE	204
BSU03880	yczG	244
BSU03890	gabR	115
BSU03900	gabT	73
BSU03910	gabD	1902
BSU03920	glcU	0
BSU03930	gdh	7
BSU03940	ycnI	1021
BSU03950	ycnJ	2005
BSU03960	ycnK	346
BSU03970	ycnL	80
BSU03981	mtlA	101
BSU03982	mtlF	16
BSU03990	mtlD	57
BSU04000	ycsA	343
BSU04010	sipU	55
BSU04020	yczH	200
BSU04030	ycsD	109
BSU04039	yczO	116
BSU04040	ycsE	1536
BSU04050	ycsF	2174
BSU04060	ycsG	1006
BSU04070	ycsI	970
BSU04080	kipI	680
BSU04090	kipA	1106
BSU04100	kipR	947
BSU04110	lipC	311
BSU04120	yczI	95
BSU04130	yczJ	284
BSU04140	pbpC	5839
BSU04150	ycsN	3165
BSU04160	mtlR	436
BSU04170	ydaB	119
BSU04180	ydaC	83
BSU04190	ydaD	148
BSU04200	ydaE	108
BSU04210	ydaF	107
BSU04220	ydaG	1699
BSU04230	ydaH	176
BSU04240	ydzA	34
BSU04250	lrpC	79
BSU04260	topB	5625
BSU04270	ydaJ	45
BSU04280	ydaK	11
BSU04290	ydaL	76
BSU04300	ydaM	60
BSU04310	ydaN	240
BSU04320	ydaO	307
BSU04330	mutT	5
BSU04340	ydaP	932
BSU04359	ydzK	235
BSU04360	mntH	36452
BSU04370	ydaS	580
BSU04380	ydaT	87
BSU04390	ydbA	234
BSU04400	gsiB	564
BSU04410	ydbB	80
BSU04420	ydbC	149
BSU04430	ydbD	368
BSU04440	dctB	224
BSU04450	dctS	230
BSU04460	dctR	156
BSU04470	dctP	318
BSU04480	ydbI	908
BSU04490	ydbJ	752
BSU04500	ydbK	632
BSU04510	ydbL	377
BSU04520	ydbM	893
BSU04530	ydbN	80
BSU04540	ydbO	530
BSU04550	ydbP	815
BSU04560	ddl	4183
BSU04570	murF	1654
BSU04580	cshA	11237
BSU04590	ydbS	1875
BSU04600	ydbT	5100
BSU04610	ydcA	98
BSU04620	acpS	306
BSU04630	ydcC	486
BSU04640	alrA	1341
BSU04650	endB	716
BSU04660	ndoA	1209
BSU04670	rsbRA	1112
BSU04680	rsbS	494
BSU04690	rsbT	783
BSU04700	rsbU	2043
BSU04710	rsbV	4102
BSU04720	rsbW	4298
BSU04730	sigB	12932
BSU04740	rsbX	6114
BSU04750	ydcF	5
BSU04760	ydcG	34
BSU04770	ydcH	53
BSU04780	ydcI	2697
BSU04790	ydcK	99
BSU04800	ydcL	402
BSU04810	immA	57
BSU04820	immR	62
BSU04830	sacV	1
BSU04839	ydzL	5
BSU04840	ydcO	2
BSU04850	ydcP	0
BSU04860	ydcQ	3
BSU04870	ydcR	1
BSU04880	ydcS	0
BSU04890	ydcT	1
BSU04900	yddA	1
BSU04910	yddB	2
BSU04920	yddC	0
BSU04930	yddD	1
BSU04940	yddE	3
BSU04950	yddF	0
BSU04960	yddG	1
BSU04970	yddH	1
BSU04980	yddI	0
BSU04990	yddJ	18
BSU05000	yddK	366
BSU05010	rapI	85
BSU05020	phrI	13
BSU05030	yddM	171
BSU05040	yddN	32
BSU05050	lrpA	24
BSU05060	lrpB	6
BSU05070	yddQ	44
BSU05080	yddR	41
BSU05090	yddS	24
BSU05099	ydzM	17
BSU05100	yddT	92
BSU05109	ydzN	7
BSU05110	ydeA	13
BSU05120	cspC	4299
BSU05130	ydeB	388
BSU05140	ydzE	13
BSU05150	ydeC	46
BSU05160	ydeD	52
BSU05170	ydeE	138
BSU05180	ydeF	144
BSU05190	ydeG	47
BSU05200	ydeH	27
BSU05210	ydeI	42
BSU05220	ydeJ	160
BSU05230	ydeK	238
BSU05240	ydeL	43
BSU05250	ydeM	97
BSU05260	ydeN	241
BSU05270	ydzF	171
BSU05280	ydeO	990
BSU05290	ydeP	41
BSU05300	ydeQ	40
BSU05310	ydeR	29
BSU05320	ydeS	188
BSU05329	ydzO	23
BSU05330	aseR	14
BSU05340	ydfA	123
BSU05343	ydzS	1
BSU05344	ydzS	14
BSU05350	ydfB	17
BSU05360	ydfC	2
BSU05370	ydfD	43
BSU05380	ydfE	23
BSU05390	ydfF	89
BSU05400	ydfG	687
BSU05408	ydzP	1
BSU05409	ydzQ	0
BSU05410	ydfH	98
BSU05420	ydfI	76
BSU05430	ydfJ	21
BSU05440	nap	531
BSU05450	ydfK	19
BSU05460	ydfL	50
BSU05470	ydfM	3
BSU05480	ydfN	3
BSU05490	ydfO	37
BSU05500	ydfP	34
BSU05510	ydfQ	2
BSU05520	ydzH	1
BSU05529	ydzR	1
BSU05530	ydfR	0
BSU05540	ydfS	13
BSU05550	cotP	0
BSU05560	ydgA	0
BSU05570	ydgB	0
BSU05580	ydgC	752
BSU05590	ydgD	257
BSU05600	ydgE	557
BSU05610	vmlR	929
BSU05620	ydgF	1596
BSU05630	dinB	573
BSU05640	ydgG	18
BSU05650	ydgH	791
BSU05660	ydgI	232
BSU05670	ydgJ	93
BSU05680	ydgK	371
BSU05690	ydhB	17
BSU05700	ydhC	269
BSU05710	ydhD	63
BSU05720	ydhE	361
BSU05730	ydhF	22
BSU05740	phoB	32
BSU05750	ydhG	137
BSU05760	ydhH	47
BSU05770	ydhI	18
BSU05780	ydhJ	234
BSU05790	ydhK	230
BSU05800	pbuE	33
BSU05810	gmuB	10
BSU05820	gmuA	10
BSU05830	gmuC	20
BSU05840	gmuD	38
BSU05850	gmuR	48
BSU05860	gmuE	80
BSU05870	gmuF	34
BSU05880	gmuG	250
BSU05890	ydhU	7
BSU05899	ydhU	0
BSU05900	thiL	248
BSU05910	ydiB	101
BSU05920	ydiC	163
BSU05930	rimI	116
BSU05940	gcp	0
BSU05950	ydiF	1648
BSU05960	moaC	370
BSU05970	ydiH	536
BSU05980	tatAY	342
BSU05990	tatCY	653
BSU06000	ydiK	77
BSU06010	ydiL	398
BSU06020	groES	4832
BSU06030	groEL	50462
BSU06033	ydzT	9
BSU06034	ydzT	1
BSU06036	ydzT	0
BSU06037	ydzT	0
BSU06038	ydzT	2
BSU06040	ydiM	193
BSU06048	ydzU	42
BSU06049	ydzV	119
BSU06060	ydiO	1258
BSU06070	ydiP	2332
BSU06073	ydzW	61
BSU06074	ydzW	9
BSU06076	ydzW	91
BSU06077	ydzW	47
BSU06078	ydzW	31
BSU06079	ydzW	0
BSU06083	ydzW	7
BSU06090	ydiR	318
BSU06100	ydiS	766
BSU06110	ydjA	1162
BSU06120	ydjB	31
BSU06130	ydjC	24
BSU06140	gutR	450
BSU06150	gutB	78
BSU06160	gutP	16
BSU06170	ydjE	1695
BSU06180	pspA	2448
BSU06190	ydjG	1587
BSU06200	ydjH	1037
BSU06210	ydjI	4913
BSU06220	ydjJ	43
BSU06230	iolT	14
BSU06240	bdhA	25170
BSU06250	ydjM	60
BSU06260	ydjN	83
BSU06269	ydzJ	31
BSU06270	ydjO	1757
BSU06280	ydjP	2094
BSU06290	yeaA	1685
BSU06300	cotA	70
BSU06310	gabP	1795
BSU06319	ydzX	0
BSU06320	yeaB	122
BSU06330	yeaC	547
BSU06340	yeaD	891
BSU06350	yebA	2460
BSU06360	guaA	11209
BSU06370	pbuG	1081
BSU06380	yebC	511
BSU06390	yebD	13
BSU06400	yebE	106
BSU06410	yebG	23
BSU06420	purE	1004
BSU06430	purK	2255
BSU06440	purB	8454
BSU06450	purC	3779
BSU06460	purS	847
BSU06470	purQ	3283
BSU06480	purL	15624
BSU06490	purF	16839
BSU06500	purM	7359
BSU06510	purN	4377
BSU06520	purH	14328
BSU06530	purD	17130
BSU06540	yezC	108
BSU06550	yecA	96
BSU06559	yezF	1
BSU06560	yerA	1331
BSU06570	yerB	3892
BSU06580	yerC	800
BSU06590	yerD	287
BSU06600	pcrB	73
BSU06610	pcrA	2573
BSU06620	ligA	5905
BSU06630	yerH	3562
BSU06640	yerI	2135
BSU06650	sapB	121
BSU06660	opuE	1085
BSU06670	gatC	1334
BSU06680	gatA	19086
BSU06690	gatB	27191
BSU06700	yerO	164
BSU06710	swrC	20824
BSU06720	yerQ	1897
BSU06730	yefA	1120
BSU06740	yefB	5
BSU06750	yefC	26
BSU06760	yeeA	228
BSU06770	yeeB	568
BSU06780	yeeC	432
BSU06790	yeeD	4
BSU06800	yezA	6
BSU06811	yezG	127
BSU06812	yeeF	644
BSU06820	yeeG	5
BSU06830	rapH	3762
BSU06839	phrH	498
BSU06840	yeeI	2015
BSU06850	yeeK	109
BSU06860	yezE	1265
BSU06870	yesE	37
BSU06880	yesF	230
BSU06890	cotJA	0
BSU06900	cotJB	4
BSU06910	cotJC	5
BSU06920	yesJ	954
BSU06930	yesK	19
BSU06940	yesL	21
BSU06950	yesM	48
BSU06960	yesN	23
BSU06970	yesO	9
BSU06980	yesP	4
BSU06990	yesQ	4
BSU07000	yesR	6
BSU07010	yesS	31
BSU07020	rhgT	15
BSU07030	yesU	10
BSU07040	yesV	13
BSU07050	yesW	14
BSU07060	yesX	19
BSU07070	yesY	5
BSU07080	yesZ	49
BSU07090	yetA	35
BSU07100	lplA	7
BSU07110	lplB	7
BSU07120	lplC	16
BSU07130	lplD	50
BSU07140	yetF	33
BSU07150	yetG	4659
BSU07160	yetH	285
BSU07170	yetI	136
BSU07180	yetI	107
BSU07190	yezD	1
BSU07200	yetJ	2001
BSU07210	yetK	536
BSU07220	yetL	47
BSU07230	yetM	28
BSU07240	yetN	118
BSU07250	yetO	102
BSU07260	ltaSA	10281
BSU07270	yfnH	10
BSU07280	yfnG	16
BSU07290	yfnF	21
BSU07300	yfnE	36
BSU07310	yfnD	49
BSU07320	yfnC	519
BSU07330	yfnB	240
BSU07340	yfnA	1867
BSU07350	yfmT	11226
BSU07360	yfmS	9312
BSU07370	yfmR	4070
BSU07380	yfmQ	349
BSU07390	yfmP	97
BSU07400	yfmO	107
BSU07410	yfmN	2
BSU07420	yfmM	1241
BSU07430	yfmL	473
BSU07440	yfmK	131
BSU07450	yfmJ	1034
BSU07460	yfmI	37
BSU07480	yfmG	272
BSU07490	yfmF	1872
BSU07500	yfmE	795
BSU07510	yfmD	355
BSU07520	yfmC	2877
BSU07530	yfmB	143
BSU07540	yfmA	0
BSU07550	yflT	553
BSU07560	pel	22456
BSU07570	yflS	410
BSU07580	citS	303
BSU07590	citT	148
BSU07600	yflP	276
BSU07610	citM	465
BSU07620	yflN	206
BSU07630	nosA	373
BSU07640	yflL	47
BSU07650	yflK	1163
BSU07660	yflJ	74
BSU07670	yflI	35
BSU07680	yflH	823
BSU07690	yflG	2427
BSU07700	nagP	2104
BSU07710	yflE	1851
BSU07720	yflD	3
BSU07735	yflB	79
BSU07750	yflA	1014
BSU07760	yfkT	6
BSU07770	yfkS	1
BSU07780	yfkR	7
BSU07790	yfkQ	2
BSU07800	treP	17
BSU07810	treA	30
BSU07820	treR	520
BSU07830	yfkO	411
BSU07840	yfkN	2198
BSU07850	yfkM	808
BSU07860	yfkL	315
BSU07870	yfkK	190
BSU07880	yfkJ	468
BSU07890	yfkI	222
BSU07900	yfkH	714
BSU07910	yfkF	183
BSU07920	yfkE	334
BSU07930	yfkD	245
BSU07940	yfkC	808
BSU07955	yfkA	401
BSU07970	yfjT	14
BSU07980	pdaA	11
BSU07990	yfjR	437
BSU08000	yfjQ	269
BSU08010	yfjP	316
BSU08020	yfjO	1837
BSU08029	yfzA	10
BSU08030	dusC	375
BSU08040	yfjM	149
BSU08050	yfjL	123
BSU08060	acoA	3
BSU08070	acoB	3
BSU08080	acoC	42
BSU08090	acoL	109
BSU08100	acoR	173
BSU08110	sspH	17
BSU08120	yfjF	276
BSU08130	yfjE	486
BSU08140	yfjD	327
BSU08150	yfjC	335
BSU08160	yfjB	208
BSU08170	yfjA	31
BSU08180	malA	162
BSU08190	malR	52
BSU08200	malP	143
BSU08210	malQ	412
BSU08220	yfiC	1261
BSU08230	catD	20
BSU08240	catE	144
BSU08250	yfiF	20
BSU08260	yfiG	42
BSU08270	yfiH	24
BSU08280	yfiI	59
BSU08290	yfiJ	378
BSU08300	yfiK	330
BSU08310	yfiL	4
BSU08320	yfiM	4
BSU08330	yfiN	33
BSU08340	padR	287
BSU08350	estB	88
BSU08360	yfiQ	39
BSU08370	yfiR	291
BSU08380	yfiS	68
BSU08390	yfiT	1033
BSU08400	yfiU	88
BSU08410	yfiV	176
BSU08425	mprF	2660
BSU08440	yfiY	2368
BSU08450	yfiZ	690
BSU08460	yfhA	1476
BSU08470	yfhB	2615
BSU08480	yfhC	7553
BSU08490	yfhD	50
BSU08500	yfhE	13
BSU08510	yfhF	266
BSU08520	recX	697
BSU08530	yfhH	424
BSU08540	yfhI	188
BSU08550	sspK	4
BSU08560	yfhJ	167
BSU08570	yfhK	909
BSU08580	yfhL	348
BSU08590	yfhM	1219
BSU08600	csbB	713
BSU08610	yfhO	406
BSU08620	yfhP	271
BSU08630	yfhQ	823
BSU08640	yfhS	0
BSU08650	fabL	2005
BSU08660	sspE	849
BSU08670	ygaB	14
BSU08680	ygaC	933
BSU08690	ygaD	1069
BSU08700	ygaE	145
BSU08710	gsaB	2308
BSU08720	ygaF	695
BSU08730	perR	3590
BSU08740	ygzB	142
BSU08750	ygxA	358
BSU08760	spo0M	7867
BSU08770	ygzA	10
BSU08779	ygzC	4
BSU08780	ygaJ	272
BSU08790	thiC	11812
BSU08800	ygaK	72
BSU08810	senS	3
BSU08820	katA	216617
BSU08830	ssuB	1
BSU08840	ssuA	5
BSU08850	ssuC	7
BSU08860	ssuD	93
BSU08870	ygaN	88
BSU08880	rpsN	102
BSU08890	ygaO	441
BSU08899	ygzD	71
BSU08900	yhzB	237
BSU08910	yhbA	96
BSU08920	yhbB	12
BSU08930	cspR	479
BSU08940	yhbD	100
BSU08950	yhbE	318
BSU08960	yhbF	532
BSU08970	prkA	28
BSU08980	yhbH	37
BSU08990	yhbI	73
BSU09000	yhbJ	220
BSU09010	yhcA	677
BSU09020	yhcB	367
BSU09030	yhcC	172
BSU09040	yhcD	0
BSU09050	yhcE	60
BSU09060	yhcF	101
BSU09070	yhcG	274
BSU09080	yhcH	945
BSU09090	yhcI	994
BSU09100	cspB	38669
BSU09110	yhcJ	988
BSU09120	dgcK	194
BSU09130	tcyP	274
BSU09140	yhcM	67
BSU09150	yhcN	8
BSU09165	yhcO	0
BSU09180	yhcQ	12
BSU09190	yhcR	774
BSU09200	yhcS	240
BSU09210	yhcT	294
BSU09220	yhcU	8
BSU09230	yhcV	19
BSU09240	yhcW	178
BSU09250	yhcX	1667
BSU09259	yhzG	6
BSU09260	yhxA	786
BSU09270	glpP	350
BSU09280	glpF	129
BSU09290	glpK	874
BSU09300	glpD	808
BSU09310	pgcA	9869
BSU09320	yhcY	465
BSU09330	yhcZ	292
BSU09340	yhdA	495
BSU09350	yhdB	2
BSU09360	yhdC	34
BSU09370	lytF	2956
BSU09380	nsrR	297
BSU09390	ygxB	226
BSU09400	spoVR	25
BSU09410	phoA	300
BSU09420	lytE	918
BSU09430	citR	113
BSU09440	citA	304
BSU09450	yhdF	515
BSU09460	ctrA	2127
BSU09470	yhdH	504
BSU09480	yhdI	158
BSU09490	yhdJ	190
BSU09500	yhdK	441
BSU09510	yhdL	1926
BSU09520	sigM	469
BSU09530	yhdN	2321
BSU09540	plsC	1696
BSU09550	yhdP	4571
BSU09560	cueR	867
BSU09570	yhdR	2304
BSU09590	yhdT	2478
BSU09600	crcBA	108
BSU09610	yhdV	222
BSU09620	yhdW	258
BSU09630	yhdX	2
BSU09640	yhdY	155
BSU09650	yhdZ	599
BSU09660	yheN	790
BSU09670	dat	3226
BSU09680	nhaC	256
BSU09690	nhaX	985
BSU09700	yheJ	144
BSU09710	yheI	1747
BSU09720	yheH	2517
BSU09730	yheG	283
BSU09740	yheF	0
BSU09750	sspB	3
BSU09760	yheE	32
BSU09770	yheD	54
BSU09780	yheC	20
BSU09790	yheB	571
BSU09800	yheA	2537
BSU09810	yhaZ	75
BSU09830	yhaX	76
BSU09840	hemZ	260
BSU09850	yhaU	394
BSU09860	khtT	256
BSU09870	khtS	245
BSU09880	yhaR	43
BSU09889	yhzD	12
BSU09890	natA	314
BSU09900	natB	964
BSU09910	yhaO	327
BSU09920	yhaN	1932
BSU09930	yhaM	1619
BSU09940	yhaL	37
BSU09950	prsA	6279
BSU09958	yhzE	0
BSU09965	yhaJ	9
BSU09980	yhaI	247
BSU09990	hpr	1693
BSU10000	yhaH	512
BSU10009	yhzF	4
BSU10010	trpP	3094
BSU10020	serC	6925
BSU10030	hinT	1082
BSU10040	ecsA	321
BSU10050	ecsB	1600
BSU10060	ecsC	1529
BSU10070	yhaA	3819
BSU10080	yhfA	39
BSU10090	yhgB	24
BSU10100	yhgC	1787
BSU10110	pbpF	321
BSU10120	hemE	1094
BSU10130	hemH	2125
BSU10140	hemY	3170
BSU10150	yhgD	195
BSU10160	yhgE	769
BSU10170	fabHB	1015
BSU10180	yhfC	68
BSU10200	yhfE	1188
BSU10210	yhfF	330
BSU10220	gltT	9142
BSU10230	yhfH	55
BSU10240	yhfI	596
BSU10250	yhfJ	1623
BSU10260	yhfK	2376
BSU10270	yhfL	245
BSU10280	yhfM	5
BSU10290	yhfN	148
BSU10300	aprE	390
BSU10310	yhfO	134
BSU10320	yhfP	1741
BSU10330	yhfQ	3002
BSU10340	phoE	4154
BSU10350	yhfS	6510
BSU10360	yhfT	6459
BSU10370	bioY	450
BSU10380	hemAT	2141
BSU10390	yhfW	27
BSU10400	yhxC	9
BSU10410	yhzC	527
BSU10420	comK	2112
BSU10430	yhxD	158
BSU10440	yhjA	1288
BSU10450	yhjB	623
BSU10460	yhjC	90
BSU10470	yhjD	6
BSU10480	yhjE	528
BSU10490	sipV	311
BSU10500	yhjG	254
BSU10510	yhjH	106
BSU10520	glcP	27
BSU10530	ntdC	75
BSU10540	ntdB	36
BSU10550	ntdA	9
